usuarioId,peliculaId,fechaVisualizacion,completo
16,41,2023-10-25,true
16,102,2023-09-11,true
16,184,2024-08-23,true
16,59,2024-04-12,true
16,75,2024-11-03,true
16,42,2024-03-17,false
17,183,2023-03-02,false
17,28,2024-09-30,true
17,116,2024-08-27,true
17,58,2023-04-22,true
17,148,2023-09-30,true
17,7,2022-03-16,true
17,102,2022-01-12,true
17,60,2024-09-27,true
17,115,2023-10-22,true
17,95,2022-06-16,false
17,123,2024-05-21,true
17,145,2022-11-28,true
17,199,2024-06-15,false
17,165,2022-08-21,true
17,80,2024-12-10,true
17,86,2024-05-06,true
17,37,2023-08-26,true
17,162,2023-07-10,true
17,22,2022-12-06,true
17,25,2024-01-31,true
17,144,2023-03-08,false
17,44,2022-10-05,true
18,3,2022-11-17,true
18,82,2023-12-08,true
18,107,2023-07-17,true
18,46,2024-05-22,true
18,39,2024-04-05,false
18,121,2023-02-19,true
18,18,2023-07-28,true
18,2,2024-12-05,true
18,80,2023-11-08,true
18,180,2023-07-22,false
18,49,2024-08-27,true
18,52,2023-03-20,true
18,178,2022-10-28,true
18,25,2023-10-25,true
18,138,2022-10-08,true
18,118,2023-11-01,true
18,85,2023-05-09,true
18,16,2024-08-29,true
18,160,2023-10-12,true
18,120,2023-03-15,false
19,72,2023-01-27,true
19,183,2023-02-06,true
19,37,2023-09-28,true
19,112,2023-06-04,true
19,144,2022-03-10,true
19,114,2022-03-31,false
19,126,2023-06-03,true
19,178,2022-03-04,false
19,65,2024-08-22,false
19,176,2024-07-19,true
19,31,2022-08-01,true
19,143,2022-12-29,false
19,197,2022-09-27,true
19,167,2022-09-02,true
19,90,2023-10-06,true
19,46,2022-02-04,true
19,7,2022-12-13,false
19,94,2024-01-21,true
19,120,2024-04-05,true
19,172,2022-05-14,true
19,89,2022-10-30,true
19,109,2022-04-02,true
19,55,2024-04-18,true
19,158,2022-01-07,true
19,196,2023-12-01,true
20,145,2022-06-26,true
20,119,2022-12-13,true
20,23,2024-07-31,true
20,30,2023-05-21,true
20,24,2022-09-29,true
20,47,2022-12-31,true
20,187,2023-04-08,true
21,76,2023-12-16,true
21,67,2022-03-17,false
21,179,2024-02-29,true
21,113,2023-12-12,true
21,68,2023-03-01,true
21,24,2023-07-05,true
21,126,2023-06-13,true
21,91,2024-11-24,true
21,149,2024-08-14,true
21,94,2022-03-11,true
22,41,2022-07-25,true
22,108,2024-08-14,true
22,122,2024-06-18,true
22,86,2024-06-09,true
22,87,2023-06-02,true
23,77,2023-09-08,false
23,11,2024-12-09,true
23,60,2022-10-13,true
23,196,2022-07-05,true
23,130,2023-12-10,true
23,28,2022-10-30,true
23,108,2022-06-14,true
23,110,2024-06-13,true
23,199,2024-02-06,true
23,69,2024-08-22,true
23,148,2024-08-25,true
23,103,2023-05-13,true
23,152,2023-10-14,true
23,8,2023-08-03,true
23,42,2024-05-19,true
23,132,2024-09-27,true
23,43,2022-02-25,true
24,93,2023-09-11,true
24,88,2024-05-21,true
24,129,2022-03-13,true
24,1,2023-01-03,true
24,157,2024-08-10,true
24,154,2024-04-08,true
24,193,2022-09-21,true
24,102,2022-01-24,true
24,20,2024-04-02,true
24,166,2023-06-14,true
24,59,2024-10-25,true
24,36,2024-12-31,false
24,128,2022-08-17,true
24,49,2024-12-24,true
24,12,2022-06-13,true
24,55,2023-06-13,true
25,112,2023-07-02,true
25,13,2024-07-03,true
25,119,2022-08-17,true
25,73,2023-05-25,true
25,11,2022-10-24,true
25,32,2023-12-09,false
25,126,2023-05-15,false
25,118,2024-12-08,true
25,94,2024-02-03,true
25,154,2024-02-22,true
25,176,2023-11-23,false
25,95,2023-09-11,true
25,65,2022-06-12,true
25,109,2023-01-28,true
25,87,2024-11-18,true
25,173,2022-04-11,true
25,76,2023-07-17,true
25,197,2023-07-21,true
25,7,2023-01-07,true
26,5,2023-03-30,true
26,107,2023-03-29,true
26,169,2024-08-01,true
26,34,2024-03-07,true
26,71,2023-11-29,true
26,69,2022-11-07,true
26,119,2023-03-08,true
26,154,2023-06-08,true
26,163,2022-06-10,true
26,82,2022-06-20,true
26,25,2024-01-27,true
27,173,2024-02-08,false
27,120,2022-09-27,true
27,8,2022-09-10,true
27,40,2023-08-16,true
27,160,2024-04-16,true
27,150,2023-07-26,true
27,43,2023-10-13,true
27,91,2024-04-07,true
27,145,2022-11-18,false
27,111,2022-12-30,true
27,107,2024-08-08,true
27,196,2024-02-25,true
27,6,2024-04-20,true
27,193,2022-10-11,true
27,73,2024-04-17,false
27,143,2023-10-28,true
27,191,2022-07-06,false
27,126,2022-02-16,true
27,61,2024-03-08,true
28,118,2023-08-24,true
28,95,2024-08-02,true
28,186,2023-05-11,true
28,62,2024-10-21,true
28,45,2023-11-10,false
28,121,2022-11-23,true
28,183,2022-05-24,true
28,52,2024-11-30,false
28,83,2024-02-29,true
28,34,2022-09-05,true
29,113,2024-03-26,true
29,124,2022-03-23,true
29,186,2024-11-13,true
29,16,2022-08-01,true
29,75,2022-08-17,true
30,63,2024-07-27,false
30,124,2024-10-03,true
30,54,2023-12-03,true
30,68,2023-06-13,true
30,25,2022-10-31,true
30,85,2024-01-13,true
30,165,2023-09-17,true
30,178,2022-11-13,true
30,19,2023-08-22,false
31,164,2024-11-24,true
31,59,2023-12-06,true
31,8,2023-10-06,true
31,55,2022-12-13,false
31,150,2024-09-14,true
31,78,2022-01-30,true
31,38,2023-09-26,true
31,4,2022-09-02,true
31,67,2022-01-25,true
31,94,2024-12-09,false
31,185,2023-02-19,true
31,131,2023-11-06,true
31,191,2022-06-12,false
32,115,2023-01-10,true
32,146,2023-04-13,true
32,134,2023-06-29,true
32,64,2022-05-11,false
32,63,2022-09-29,true
32,66,2023-05-15,true
33,138,2024-06-24,true
33,14,2023-03-17,true
33,82,2024-05-30,false
33,163,2022-08-17,true
33,19,2024-07-23,false
33,51,2023-05-31,true
33,123,2022-12-28,true
33,30,2023-09-06,true
34,174,2024-08-21,true
34,144,2023-09-16,true
34,129,2023-12-03,true
34,80,2023-02-01,true
34,161,2023-03-13,true
34,113,2024-08-24,true
34,29,2023-03-07,true
34,194,2023-01-29,true
34,47,2022-11-20,true
34,125,2024-08-28,true
34,2,2023-07-06,true
34,82,2024-01-30,true
34,131,2023-10-08,true
35,2,2023-08-27,true
35,196,2024-02-23,true
35,104,2023-03-17,true
35,15,2022-08-07,true
35,105,2024-08-20,false
35,91,2022-04-05,true
35,166,2023-05-27,true
35,36,2022-05-02,true
35,117,2024-01-27,true
35,197,2022-10-03,false
35,71,2022-06-01,true
35,5,2024-04-27,true
35,181,2023-09-05,true
35,52,2023-05-18,true
35,54,2024-12-23,true
35,170,2022-05-20,false
35,184,2023-10-05,false
35,66,2024-01-10,false
36,192,2024-04-21,true
36,55,2022-04-09,true
36,48,2024-02-04,true
36,83,2024-10-29,false
36,120,2023-11-01,true
36,59,2023-11-15,true
36,118,2022-07-08,false
36,93,2022-08-19,true
36,86,2022-06-29,true
36,51,2022-05-30,true
36,174,2024-08-11,true
36,181,2022-11-08,true
36,67,2023-11-27,true
36,66,2024-06-04,false
36,155,2024-04-02,true
36,6,2022-02-08,true
36,36,2023-06-15,false
36,31,2023-10-31,true
36,165,2023-12-28,false
37,40,2022-12-01,true
37,49,2023-12-29,true
37,198,2024-06-19,true
37,38,2022-02-22,true
37,53,2023-03-04,true
37,79,2023-02-11,true
37,47,2022-07-10,false
37,26,2024-11-03,false
37,7,2024-11-23,true
37,137,2022-09-04,false
37,155,2024-01-04,true
37,11,2023-03-07,false
37,33,2024-11-04,true
37,139,2024-07-24,true
37,90,2024-03-30,false
37,18,2022-07-24,true
37,84,2022-05-14,true
37,81,2023-09-08,true
37,59,2024-03-09,false
37,169,2022-02-02,false
37,54,2023-07-17,true
37,52,2022-04-03,true
37,78,2022-01-19,true
38,16,2024-02-01,true
38,153,2024-05-08,true
38,54,2022-11-07,true
38,190,2023-01-07,true
38,170,2022-11-29,true
38,76,2024-02-04,false
39,160,2024-12-11,true
39,83,2023-04-02,true
39,8,2022-08-19,false
39,7,2024-08-09,false
39,85,2024-06-20,true
39,121,2023-09-30,true
39,9,2023-06-11,true
39,189,2022-07-17,true
39,37,2023-02-06,true
39,105,2023-04-07,true
39,12,2024-04-07,true
39,139,2023-04-09,true
39,97,2023-09-09,true
40,134,2022-11-28,true
40,133,2024-09-17,false
40,148,2023-01-20,true
40,69,2024-04-10,true
40,195,2023-06-23,true
40,34,2024-11-19,false
40,84,2023-11-22,false
40,109,2023-01-17,true
40,96,2024-09-25,true
40,170,2023-12-03,true
40,38,2024-05-23,true
40,149,2022-09-16,true
40,9,2022-08-16,true
40,99,2022-09-16,false
40,162,2023-09-21,true
40,13,2024-10-30,true
40,51,2024-11-12,true
40,47,2023-03-31,true
40,4,2024-12-12,true
40,37,2024-12-11,true
40,163,2023-04-17,true
40,188,2022-12-08,true
40,61,2023-04-09,true
41,139,2024-12-04,false
41,157,2024-09-02,true
41,109,2022-01-01,true
41,52,2023-10-01,true
41,72,2022-05-17,true
41,13,2024-09-11,true
41,103,2023-05-12,true
41,76,2024-03-11,true
41,100,2022-05-25,true
42,103,2022-10-19,true
42,32,2022-01-23,true
42,186,2022-07-30,true
42,190,2024-06-16,true
42,150,2024-07-19,true
42,173,2023-12-01,false
42,39,2022-03-25,true
42,53,2022-08-20,true
42,114,2024-09-24,true
43,188,2024-06-04,true
43,155,2023-07-19,false
43,154,2024-11-06,true
43,93,2024-01-01,true
43,62,2023-05-13,true
43,171,2023-06-29,true
43,127,2024-09-26,true
44,156,2024-05-13,true
44,133,2022-03-23,true
44,171,2024-08-01,true
44,98,2024-06-03,true
44,11,2023-01-06,true
44,155,2022-07-22,true
44,28,2024-07-24,true
44,152,2023-12-23,false
44,165,2023-05-25,true
44,26,2023-10-27,true
44,148,2023-06-23,true
44,25,2023-10-22,true
44,31,2022-12-19,true
44,196,2023-11-15,true
44,62,2023-10-11,true
44,93,2024-04-11,true
44,149,2024-02-23,true
45,90,2024-03-26,true
45,87,2022-07-05,true
45,113,2024-04-08,false
45,93,2022-10-26,true
45,194,2022-09-30,false
45,41,2022-08-01,true
45,44,2023-08-25,true
45,83,2023-10-26,false
45,5,2024-06-25,true
45,29,2023-07-15,true
45,49,2023-05-18,false
45,149,2024-06-20,true
45,80,2023-08-31,true
45,130,2024-09-16,true
45,180,2023-01-29,true
45,165,2024-03-29,true
45,144,2024-03-03,true
45,76,2024-01-16,true
45,138,2024-01-17,false
45,46,2023-04-26,true
46,180,2023-04-04,true
46,64,2024-07-31,true
46,138,2022-05-13,false
46,149,2022-12-17,true
46,33,2023-12-13,true
46,25,2022-05-11,true
46,130,2023-06-01,false
46,182,2022-02-26,true
46,122,2024-03-22,true
46,81,2023-09-16,true
46,27,2024-04-13,true
46,155,2023-10-07,false
46,59,2022-04-19,true
46,185,2022-05-26,true
46,90,2023-02-03,true
47,8,2024-03-04,true
47,167,2022-10-11,true
47,127,2023-12-29,true
47,187,2024-10-20,true
47,31,2023-04-10,true
47,85,2023-11-27,true
47,23,2022-02-11,false
47,25,2022-05-05,false
47,104,2022-05-02,true
47,147,2024-12-19,true
48,146,2023-01-22,true
48,145,2023-03-24,false
48,96,2022-07-18,false
48,18,2022-11-13,true
48,45,2022-12-30,true
49,8,2023-11-22,false
49,160,2024-03-07,true
49,10,2022-05-15,true
49,138,2024-10-02,true
49,31,2022-05-01,false
49,80,2024-09-10,true
49,75,2022-07-22,true
49,28,2024-12-15,true
49,90,2024-12-04,true
49,175,2023-08-02,true
49,47,2023-08-23,false
49,152,2024-05-23,true
49,133,2022-02-18,true
49,43,2024-03-07,true
49,26,2023-08-12,true
49,128,2022-03-27,true
49,50,2022-12-22,true
49,155,2024-12-30,true
49,40,2024-02-28,true
50,176,2024-11-07,true
50,112,2022-07-22,true
50,190,2023-10-18,true
50,131,2022-02-01,true
50,135,2023-08-18,true
50,46,2022-12-29,false
51,96,2023-09-27,true
51,103,2023-07-13,true
51,12,2024-02-12,true
51,40,2024-09-26,true
51,37,2022-03-27,true
51,154,2022-05-25,true
51,64,2022-05-17,true
51,160,2024-03-26,true
51,172,2023-06-20,true
51,67,2022-06-27,true
51,109,2024-11-27,false
51,175,2024-08-18,true
52,48,2024-10-28,true
52,22,2023-10-14,true
52,196,2023-12-01,false
52,178,2023-05-29,false
52,18,2023-12-19,true
52,62,2022-04-26,true
52,112,2024-11-01,true
52,158,2023-11-19,true
52,95,2022-05-23,true
52,113,2022-11-26,true
52,190,2022-04-27,true
52,37,2024-12-30,true
52,114,2023-10-21,true
52,153,2023-04-24,true
52,197,2024-03-04,true
52,11,2022-03-14,true
52,170,2024-03-01,true
53,175,2022-10-23,true
53,126,2024-03-06,false
53,157,2022-11-25,true
53,65,2022-10-22,true
53,89,2023-04-10,false
53,163,2022-09-14,true
53,117,2024-05-12,false
53,123,2024-08-01,true
53,40,2024-08-07,true
53,138,2022-09-30,true
53,93,2023-01-27,true
53,58,2024-01-15,false
54,196,2024-02-27,false
54,105,2024-06-03,true
54,96,2024-03-01,true
54,165,2022-11-16,true
54,79,2022-11-05,true
54,55,2024-09-23,true
54,101,2024-12-22,true
54,37,2022-07-18,true
54,121,2022-04-19,true
54,28,2023-02-20,true
54,139,2023-09-22,true
54,167,2024-07-03,true
54,116,2023-08-17,true
54,77,2022-11-24,false
54,160,2022-11-08,true
54,106,2024-04-19,true
54,14,2023-07-30,true
54,52,2022-08-21,true
54,56,2022-07-18,true
54,87,2024-08-26,true
54,142,2024-01-13,false
54,41,2023-01-08,true
55,89,2024-05-05,false
55,87,2024-01-18,false
55,22,2023-01-29,true
55,95,2022-02-18,true
55,18,2022-04-17,true
55,46,2023-06-23,true
55,35,2023-07-13,true
55,160,2024-07-27,true
55,77,2022-09-25,false
55,174,2022-01-22,true
55,101,2023-02-13,false
55,39,2024-02-18,true
55,29,2024-02-08,true
55,172,2024-05-19,true
55,51,2023-06-20,true
55,163,2022-06-20,false
55,83,2022-06-23,true
55,75,2024-11-08,false
55,198,2022-02-17,true
55,91,2022-08-08,true
55,155,2022-11-12,true
55,127,2022-06-04,true
55,5,2022-05-25,true
56,85,2024-12-20,true
56,171,2024-10-11,true
56,28,2022-05-06,true
56,157,2022-12-27,false
56,32,2023-06-24,true
56,15,2022-09-11,true
56,181,2023-10-21,true
56,36,2023-08-31,true
56,52,2023-03-23,true
56,191,2023-05-09,true
56,21,2023-07-31,true
56,48,2024-10-08,true
56,24,2024-05-30,true
56,184,2024-07-02,true
56,188,2022-06-30,true
56,1,2024-01-11,true
56,111,2023-06-22,true
56,176,2024-09-10,true
56,60,2023-10-04,true
56,54,2023-04-13,true
56,13,2024-04-19,true
56,190,2024-08-07,false
56,100,2024-08-09,true
56,83,2024-05-09,false
56,161,2022-10-13,true
57,94,2024-10-15,true
57,4,2023-07-23,true
57,112,2024-06-05,true
57,170,2024-09-25,false
57,45,2022-05-03,true
57,39,2024-09-03,true
57,152,2024-10-09,true
57,48,2023-09-23,true
57,56,2024-05-28,true
57,25,2023-08-01,true
57,5,2024-01-27,true
57,101,2024-07-04,true
57,121,2023-04-24,false
57,70,2023-10-03,true
57,87,2024-09-02,true
57,51,2023-11-10,true
57,6,2023-10-22,true
58,157,2023-01-31,true
58,61,2024-01-16,true
58,64,2023-04-03,true
58,126,2024-09-15,true
58,145,2023-10-18,true
58,121,2023-02-14,true
58,5,2022-09-04,true
58,81,2024-12-08,true
58,131,2024-05-16,true
58,25,2023-09-03,true
58,99,2022-03-01,true
58,38,2022-06-11,true
58,160,2022-10-30,true
58,83,2024-06-28,true
58,21,2024-07-22,true
58,136,2024-07-17,true
58,197,2022-02-04,true
58,119,2024-09-04,true
58,155,2022-02-22,true
58,69,2022-12-31,true
58,18,2022-03-12,true
58,116,2022-03-22,false
58,100,2022-04-25,true
59,17,2022-05-08,true
59,18,2022-11-14,true
59,36,2024-07-07,true
59,39,2023-06-19,true
59,27,2022-02-19,true
59,134,2023-04-07,true
59,42,2022-11-09,false
59,183,2022-10-09,true
59,61,2022-02-09,true
59,24,2024-04-29,true
59,194,2022-03-15,true
59,93,2023-12-17,true
59,92,2024-11-08,false
59,87,2022-12-03,true
59,21,2023-07-31,true
59,106,2022-11-24,true
59,88,2023-06-09,true
59,193,2024-03-15,true
59,127,2024-07-01,true
59,103,2024-04-10,true
60,191,2023-03-15,false
60,53,2023-09-14,true
60,52,2023-06-01,true
60,195,2023-03-20,true
60,146,2023-02-27,true
60,189,2023-11-02,true
60,192,2024-10-03,true
60,77,2022-06-09,true
61,159,2023-09-14,true
61,13,2022-11-23,true
61,3,2024-05-16,true
61,71,2024-05-05,true
61,1,2022-09-03,true
62,163,2022-06-26,true
62,191,2023-07-14,true
62,175,2024-09-09,true
62,8,2022-05-14,true
62,122,2024-10-15,true
62,45,2022-01-28,true
62,4,2023-07-30,true
62,29,2023-02-20,true
63,61,2023-04-20,true
63,177,2023-08-10,true
63,115,2024-08-25,true
63,1,2022-10-26,true
63,167,2022-12-23,true
63,12,2023-08-22,true
63,145,2024-04-15,true
63,112,2023-06-03,false
63,144,2023-11-13,false
63,180,2024-08-13,true
63,126,2022-03-29,true
64,38,2022-12-04,true
64,154,2024-09-28,true
64,88,2024-02-04,true
64,139,2023-03-25,true
64,162,2022-08-06,true
64,191,2023-01-21,true
64,41,2024-10-30,true
64,147,2023-09-20,true
64,36,2022-07-17,false
64,53,2023-01-27,true
64,178,2023-03-01,true
64,102,2022-05-27,true
64,21,2024-05-14,false
64,108,2024-04-05,true
64,29,2024-03-05,true
64,129,2024-09-06,true
64,140,2022-03-06,true
64,11,2024-08-27,false
64,134,2024-02-25,true
64,27,2024-05-15,true
64,148,2024-10-01,false
64,2,2024-02-18,true
64,66,2024-08-30,true
64,141,2022-07-12,true
64,171,2023-05-10,true
65,142,2022-02-27,false
65,199,2024-06-29,true
65,181,2024-03-05,true
65,116,2023-06-03,true
65,56,2022-12-23,false
65,158,2023-08-24,false
65,106,2022-03-23,true
65,25,2022-11-14,false
65,3,2022-06-07,true
65,176,2024-03-04,true
65,33,2022-12-28,true
65,152,2023-04-03,true
65,173,2023-04-14,true
65,200,2022-08-26,true
66,7,2022-05-14,true
66,113,2024-01-03,true
66,128,2022-10-09,true
66,94,2023-01-18,true
66,179,2024-02-04,true
66,111,2024-04-26,true
66,6,2022-10-29,true
66,182,2024-03-11,true
66,135,2022-08-19,true
66,178,2022-01-19,true
66,95,2023-10-17,false
66,163,2024-09-10,true
66,140,2024-09-06,true
66,28,2022-05-26,true
66,108,2022-10-25,false
66,122,2022-05-20,true
66,9,2022-05-29,true
66,72,2024-01-11,false
66,112,2023-06-22,true
66,143,2022-03-29,false
66,180,2024-03-19,true
66,109,2024-03-11,true
66,18,2023-04-06,true
67,105,2022-03-23,true
67,166,2023-12-01,true
67,194,2023-09-24,false
67,163,2024-08-20,true
67,41,2022-10-09,true
67,62,2023-12-03,true
67,154,2023-05-31,true
67,134,2023-08-15,true
67,74,2023-05-06,true
67,128,2023-01-28,true
67,198,2023-07-25,true
67,20,2022-10-13,true
67,111,2024-01-11,true
67,8,2024-08-05,true
67,107,2023-05-21,true
67,17,2023-11-22,true
67,144,2024-02-07,true
67,22,2024-07-29,true
67,181,2022-05-28,true
67,199,2024-03-16,true
67,38,2024-10-10,true
68,71,2022-05-24,true
68,131,2022-09-18,true
68,146,2024-05-16,true
68,108,2022-05-03,true
68,51,2023-07-22,true
68,69,2023-07-01,false
68,14,2023-12-26,true
68,110,2023-10-11,true
68,161,2023-02-21,true
68,126,2022-07-06,true
68,153,2024-09-22,true
68,28,2023-03-29,true
68,122,2023-03-28,true
68,112,2024-06-10,true
68,100,2024-07-02,true
68,81,2024-04-16,true
68,31,2024-02-18,true
68,36,2023-02-25,false
68,47,2024-10-03,true
68,32,2023-12-03,true
68,93,2024-03-05,true
68,194,2022-10-23,true
68,11,2022-12-11,true
69,104,2024-07-15,true
69,71,2023-12-08,true
69,64,2024-07-01,false
69,184,2022-07-03,true
69,75,2024-01-21,false
69,60,2023-06-17,true
69,98,2024-11-25,true
69,154,2022-03-16,false
69,121,2024-01-17,true
69,7,2022-07-09,true
69,176,2022-06-12,true
69,145,2023-08-24,true
69,63,2023-04-15,true
69,166,2023-04-20,false
69,179,2022-04-17,true
69,17,2022-12-27,true
70,61,2023-01-02,true
70,5,2024-01-26,true
70,51,2023-05-19,true
70,155,2023-07-12,true
70,183,2022-04-27,true
70,20,2022-11-16,true
70,18,2024-01-23,true
70,198,2024-07-20,true
70,26,2022-11-28,true
70,69,2022-05-18,false
71,1,2024-04-07,false
71,74,2024-08-13,false
71,118,2024-11-30,true
71,136,2023-05-30,true
71,126,2024-10-20,true
71,174,2024-01-23,true
71,194,2024-02-23,true
71,102,2024-09-24,true
71,141,2022-10-29,true
72,78,2022-04-19,true
72,102,2024-06-06,true
72,63,2024-09-04,true
72,37,2024-09-08,true
72,5,2024-11-03,true
72,59,2022-10-26,true
72,113,2022-02-20,true
72,65,2022-02-19,true
72,125,2024-07-31,true
72,103,2022-04-15,true
72,120,2024-09-25,true
72,183,2024-11-02,true
72,190,2024-02-13,true
72,96,2023-07-02,true
72,53,2023-02-07,true
72,119,2023-03-28,true
72,34,2023-02-03,true
72,107,2024-05-24,true
72,14,2022-01-02,false
72,198,2022-12-01,false
72,38,2023-06-28,true
72,164,2023-03-25,true
72,26,2024-10-07,true
72,76,2024-02-02,false
72,187,2023-06-13,true
73,171,2023-09-08,true
73,84,2023-04-03,true
73,135,2024-08-08,false
73,40,2022-07-21,true
73,200,2024-03-29,true
73,175,2023-05-12,true
73,184,2023-10-05,false
73,151,2022-04-27,true
73,134,2022-11-12,true
73,195,2023-11-15,false
73,72,2022-08-31,true
73,153,2024-03-22,true
73,63,2023-08-10,true
73,58,2023-11-20,true
73,6,2022-06-19,true
73,112,2022-11-04,true
73,124,2022-11-08,false
73,70,2022-01-05,true
